source,TIME,HELMET_RAW,BELT_ACC_X,BELT_ACC_Y,BELT_ACC_Z,BELT_ANG_X,BELT_ANG_Y,BELT_ANG_Z,BELT_LUMINOSITY,NECK_ACC_X,NECK_ACC_Y,NECK_ACC_Z,NECK_ANG_X,NECK_ANG_Y,NECK_ANG_Z,NECK_LUMINOSITY,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z,PCKT_ANG_X,PCKT_ANG_Y,PCKT_ANG_Z,PCKT_LUMINOSITY,WRST_ACC_X,WRST_ACC_Y,WRST_ACC_Z,WRST_ANG_X,WRST_ANG_Y,WRST_ANG_Z,WRST_LUMINOSITY,IR_1,IR_2,IR_3,IR_4
S02_A11_T02.csv,5/24/18 12:59,-1384.5,0.49513,0.46415,-0.69725,3.495833333,1.017833333,0.9455,95.2555,-0.85584,0.09374,-0.52156,-46.65,-11.135,-26.6,95.216,0.060533333,-0.758133333,0.741533333,1.768,-0.425,0.8235,3.798,0.3962,-0.10458,0.94524,0.569,0.589666667,0.101666667,804.449,1,1,1,1
S02_A11_T02.csv,5/24/18 12:59,-1153.666667,0.50888,0.4429,-0.70532,0.588,-0.0348,0.4272,102.287,-0.86696,0.11538,-0.5552,-81.34444444,-2.720666667,-53.24444444,93.384,0.062583333,-0.7596,0.740633333,-1.8038,-1.0196,-1.4714,3.689333333,0.39608,-0.10278,0.94654,-0.4634,0.5246,-0.1098,805.169,1,1,1,1
S02_A11_T02.csv,5/24/18 12:59,-868,0.496366667,0.482016667,-0.685733333,-2.483,-0.2776,-0.1192,100.4886667,-0.92924,-0.07232,-0.52698,-74.35,9.13825,-74.1125,89.72,0.075666667,-0.774633333,0.718016667,0.59625,-1.4425,0.67125,3.720666667,0.393583333,-0.107,0.945766667,0.8052,0.61,-0.1708,804.238,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-829.7,0.503016667,0.4753,-0.690966667,4.007,1.158714286,0.888714286,93.83033333,-0.8317,-0.180516667,-0.5114,-117.2857143,-5.543714286,-73.82857143,100.9606667,0.05884,-0.75422,0.74776,0.282,-0.812,0.1466,3.798,0.39236,-0.10134,0.94552,0.5978,0.5734,-0.0976,804.648,1,1,1,1
S02_A11_T02.csv,5/24/18 12:59,-629.2222222,0.509466667,0.447833333,-0.6994,1.321833333,-0.0285,0.630333333,100.6815,-0.83826,-0.12048,-0.6123,-97,-19.0625,-56.3875,123.442,0.067025,-0.763825,0.737175,-3.35,-0.421333333,-2.108333333,3.685,0.3942,-0.109066667,0.944733333,0.1586,0.3416,-0.1708,805.7823333,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-450.8571429,0.502885714,0.470585714,-0.688114286,-3.828333333,-0.5445,-0.503333333,100.1813333,-0.8265,-0.13805,-0.614325,-80.56666667,-21.62111111,-50.37777778,131.408,0.0807,-0.778966667,0.7088,0.570166667,-0.7995,0.601333333,3.691333333,0.391,-0.11475,0.9479,0.27425,0.50325,0.122,805.236,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-267.625,0.499216667,0.48215,-0.684633333,3.049,0.8385,0.709125,94.11933333,-0.8136,-0.104133333,-0.6103,-61.74285714,-11.54042857,-24.77142857,135.391,0.067633333,-0.763266667,0.734666667,1.514,-0.748333333,0.7625,3.774,0.392828571,-0.111385714,0.946742857,1.016333333,0.427,-0.061,804.0066667,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-57.6,0.5102375,0.448525,-0.6974,1.920666667,0.398,0.6405,99.352,-0.84206,-0.06444,-0.61962,-49.62857143,10.46828571,1.682428571,135.391,0.058,-0.75312,0.7497,-1.46125,-0.5305,-0.8965,3.693333333,0.3926,-0.107766667,0.9464,0.174285714,0.549,-0.095857143,804.8205,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,157.9,0.508522222,0.460277778,-0.6925,-3.21125,-1.1085,-0.262125,99.352,-0.9379,0.040025,-0.669575,-33.36,26.502,0.3131,137.2393333,0.0754,-0.77308,0.7237,-1.94725,-0.4695,-1.53625,3.6645,0.39284,-0.11366,0.94762,0.447,0.569333333,-0.203333333,804.047,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,40.1,0.499414286,0.483628571,-0.682642857,2.371222222,1.118,0.616777778,99.352,-0.8035,0.1864,-0.59205,3.485,10.455,23.80625,140.936,0.066333333,-0.763966667,0.7347,1.439,-1.057,1.2318,3.724666667,0.391066667,-0.1114,0.950233333,0.2135,0.0915,0.01525,803.685,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-9.6,0.50855,0.4511625,-0.6960375,1.997,0.527875,0.617625,99.352,-0.7748,0.14066,-0.63282,13.29622222,-8.561111111,10.62677778,140.936,0.05862,-0.75366,0.74882,-0.665,-1.09,0.062,3.7162,0.384275,-0.11115,0.94475,-0.4725,0.243875,0.6325,806.5693333,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-11.6,0.5132625,0.4556,-0.6940875,-1.825714286,-0.502428571,-0.058857143,100.434,-0.752775,0.14425,-0.649025,-8.78725,-16.52375,-11.04175,145.532,0.06975,-0.765775,0.7304,-2.518125,-1.009,-1.544625,3.669333333,0.38652,-0.11856,0.9469,0.392,0.740571429,-0.034857143,806.5693333,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-11.6,0.5132625,0.4556,-0.6940875,-1.825714286,-0.502428571,-0.058857143,100.434,-0.752775,0.14425,-0.649025,-8.78725,-16.52375,-11.04175,145.532,0.06975,-0.765775,0.7304,-2.518125,-1.009,-1.544625,3.669333333,0.38652,-0.11856,0.9469,0.392,0.740571429,-0.034857143,0,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-54.8,0.49914,0.47806,-0.6836,2.784833333,0.762666667,0.843666667,95.495,-0.8132,0.1538,-0.6817,-6.383777778,-5.723333333,-14.23333333,150.128,0.0814,-0.778766667,0.713633333,0.7935,-0.636666667,0.5295,3.679333333,0.386533333,-0.122733333,0.944266667,0.7625,0.50325,-0.10675,804.993,1,1,1,1
S02_A11_T02.csv,5/24/18 12:59,-114.7777778,0.51146,0.45346,-0.69532,2.6952,0.7806,0.7442,99.804,-0.90042,0.07476,-0.6773,15.522875,23.039,-15.3825,150.128,0.0641,-0.76,0.738383333,0.2088,-1.288,0.2324,3.736666667,0.38458,-0.09408,0.95354,2.69825,-1.7985,0.45725,806.5403333,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,-95.625,0.5149,0.445083333,-0.696966667,0.094166667,-0.4145,0.488,101.715,-0.801825,-0.062575,-0.550625,1.544222222,5.855777778,-27.24444444,151.844,0.06125,-0.759516667,0.742666667,-1.6125,-0.556333333,-0.7695,3.716666667,0.3847,-0.100866667,0.9494,1.168666667,-0.213333333,0.294666667,806.03925,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,15.83333333,0.502733333,0.477933333,-0.684233333,-1.712333333,-1.032333333,-0.107666667,97.86,-0.796175,-0.04055,-0.624375,-17.34555556,-13.03222222,-12.53111111,153.56,0.075675,-0.77025,0.723775,-1.92,-1.12,-1.425,3.697,0.390166667,-0.136333333,0.944266667,-1.829166667,0.091333333,1.301,803.3245,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,180.6666667,0.4964,0.4839375,-0.6847125,2.053333333,0.0715,0.58,95.116,-0.7799,-0.087975,-0.611475,14.837125,-9.401625,10.660375,153.56,0.036066667,-0.753783333,0.752916667,1.586,-0.8012,0.1616,3.671333333,0.3814,-0.1317,0.9486,0.162666667,0.894333333,-0.366,802.9996667,1,1,1,1
S02_A11_T02.csv,5/24/18 12:59,281.5,0.512728571,0.453085714,-0.694657143,1.516857143,-0.232571429,0.662142857,98.852,-0.790475,-0.101,-0.660675,1.024571429,7.713714286,21.98857143,147.094,0.08434,-0.76288,0.73486,-0.521,-3.1416,-0.7924,3.466,0.40995,-0.130175,0.9343,0.2196,-0.2926,-8.5244,801.81425,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,594.7,0.510325,0.452925,-0.6973375,-1.012,0.267625,-0.029,98.852,-0.84548,0.07422,-0.7322,-36.05,36.87,18.367,147.094,0.08698,-0.76154,0.72434,1.022,-0.728,0.18675,3.6055,0.42862,-0.10312,0.94136,-2.520333333,1.199,2.723666667,791.2593333,0,0,1,1
S02_A11_T02.csv,5/24/18 12:59,937.2857143,0.504633333,0.477833333,-0.682455556,1.319125,-1.41425,0.7475,98.852,-0.74316,0.14058,-0.6256,7.892285714,0.745571429,4.748142857,154.172,0.0644,-0.7437,0.7538,1.1838,0.6346,1.0986,3.456333333,0.460675,-0.05155,0.924025,-1.8902,-1.9144,-1.3414,794.1143333,0,1,1,1
S02_A11_T02.csv,5/24/18 12:59,771.5,0.5189125,0.4553375,-0.6855875,-1.425857143,2.997571429,0.367142857,98.852,-0.734175,0.088525,-0.6928,-15.939625,-4.686875,-24.0375,164.789,0.075516667,-0.749233333,0.746183333,-2.79,-1.668,-1.75,3.379333333,0.43854,-0.02728,0.9391,-12.57625,5.74675,6.1585,788.051,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,893.7,0.539914286,0.472371429,-0.665685714,-0.816142857,0.246142857,0.392714286,94.815,-0.87906,0.06974,-0.82604,1.63725,20.302,-24.2225,161.595,0.0837,-0.75935,0.735725,1.378,-0.875,0.8784,3.4824,0.4296,-0.04715,0.925625,-1.561,-0.0242,-2.0612,792.9642,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,896.75,0.5021,0.454183333,-0.6971,2.4268,0.2932,0.5382,97.3295,-0.7741,-0.06186,-0.56372,9.018111111,8.950555556,-5.878333333,152.013,0.067071429,-0.748057143,0.753828571,-1.4978,-0.07,-0.4844,3.39225,0.431133333,-0.0446,0.934933333,3.122,0.9268,1.2562,793.2835,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,634.5,0.515533333,0.440066667,-0.702733333,-0.283857143,-0.396285714,0.054714286,103.227,-0.792883333,-0.037533333,-0.677716667,7.401,-7.620875,6.82625,152.013,0.07434,-0.76084,0.74238,-2.17,0.4885,-1.661666667,3.1725,0.409725,-0.0598,0.938075,1.95125,4.28375,0.25925,805.94525,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-298.2222222,0.502166667,0.470333333,-0.687366667,-0.165,0.087,0.17,97.408,-0.80965,-0.148083333,-0.72705,69.42857143,21.07571429,28.80142857,159.146,0.10952,-0.78568,0.70122,-3.74,-3.422,-2.008,3.233333333,0.39154,-0.10754,0.94834,-1.99725,0.7165,0.38125,805.1915,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-836.5,0.512066667,0.4506,-0.696133333,1.515833333,0.012,0.904833333,100.469,-0.798475,-0.12235,-0.6229,66.12111111,30.65222222,36.78333333,162.9753333,0.124325,-0.7949,0.6816,0.9755,1.311,0.854,3.373333333,0.39075,-0.14685,0.95125,0.142333333,0.894333333,-0.040666667,805.611,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-867.6666667,0.514125,0.44645,-0.7020375,1.068,2.851,0.292,103.1126667,-0.787425,-0.183225,-0.65145,63.26222222,24.69777778,43.79555556,170.634,0.11324,-0.78232,0.70238,0.77,-0.4838,0.744,3.4435,0.383266667,-0.14575,0.94515,1.08225,0.549,0.07625,806.2235,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-667.125,0.50895,0.46045,-0.695625,-2.374,-1.9224,-0.35,103.3016667,-0.77822,-0.15346,-0.64486,69.935,21.36,79.86,170.634,0.095566667,-0.7635,0.730066667,1.480857143,-0.911142857,0.801714286,3.54125,0.383,-0.130033333,0.9475,0.549,0.8845,0.2135,807.03725,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-330.8888889,0.49365,0.498033333,-0.678216667,-3.073333333,-0.374,-0.87,103.3016667,-0.7452,-0.169975,-0.63995,86.39222222,9.071,93.79,170.9066667,0.078233333,-0.739833333,0.760666667,0.184166667,-0.616333333,0.112333333,3.572666667,0.382175,-0.131575,0.946375,0.6222,0.5978,-0.0488,807.597,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,331.2222222,0.478744444,0.526022222,-0.668966667,0.810714286,0.288571429,0.349,103.3016667,-0.799125,-0.132075,-0.66535,67.4875,-2.17475,63.045,171.452,0.0747,-0.738583333,0.76445,-1.642857143,-0.701714286,-0.952857143,3.513,0.3799,-0.132775,0.948475,0.5185,0.508333333,-0.0915,809.6998,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,939.3333333,0.4887125,0.5007125,-0.68035,3.1325,1.189125,1.059625,103.3016667,-0.795225,-0.0871,-0.67295,48.20111111,5.688555556,37.36,171.452,0.08365,-0.75095,0.746266667,-1.12575,-1.0475,-0.44,3.5512,0.379516667,-0.1426,0.94625,0.209142857,0.461857143,-0.156857143,809.713,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,1604,0.507925,0.4561375,-0.6937,3.102125,0.815625,0.83875,103.3016667,-0.829233333,-0.065066667,-0.658833333,55.565,0.336166667,36.75333333,161.8436667,0.079857143,-0.742742857,0.757642857,0.13875,-1.2925,0.549,3.586333333,0.379016667,-0.140316667,0.948433333,0.79275,0.488,-0.183,809.342,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,1604,0.507925,0.4561375,-0.6937,3.102125,0.815625,0.83875,0,-0.829233333,-0.065066667,-0.658833333,55.565,0.336166667,36.75333333,161.8436667,0.079857143,-0.742742857,0.757642857,0.13875,-1.2925,0.549,3.586333333,0.379016667,-0.140316667,0.948433333,0.79275,0.488,-0.183,809.342,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,1906.888889,0.51992,0.4303,-0.70106,1.2438,0.513,0.4514,103.419,-0.8204,-0.0752,-0.65186,48.9825,-0.310625,37.1075,142.627,0.076266667,-0.736566667,0.764166667,-0.485,-0.941666667,-0.17,3.5028,0.37864,-0.13992,0.94756,-0.5335,0.122,-0.25925,810.4036667,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,1766.777778,0.51894,0.42788,-0.70228,-0.754714286,-0.361571429,0.15,103.171,-0.8051,-0.059766667,-0.665166667,48.51,6.239833333,31.255,142.627,0.073883333,-0.736266667,0.76375,-1.58,-0.94,-0.455,3.4985,0.378125,-0.1575,0.933775,4.634,1.321,0.081333333,808.0762,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,1549.888889,0.511533333,0.4525,-0.692566667,-0.717666667,0.103333333,0.112666667,101.8085,-0.797675,-0.071075,-0.6675,38.53777778,11.853,14.40722222,142.627,0.080025,-0.745475,0.750675,-2.618285714,-0.658,-1.442142857,3.454,0.3714,-0.14628,0.94906,0.183,0.447333333,0.010166667,811.342,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,771.8888889,0.5181,0.444433333,-0.6966,3.394333333,1.057,0.630333333,100.864,-0.817825,-0.101675,-0.6812,28.68111111,18.77666667,0.375111111,132.62125,0.081975,-0.7485,0.750625,1.11,-1.434,0.5978,3.468,0.3689,-0.146775,0.9527,0.67075,0.41175,-0.2135,811.72475,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,292.5,0.5194,0.430083333,-0.70135,1.228428571,0.444428571,0.479285714,103.6006667,-0.8293,-0.138866667,-0.665466667,28.79666667,20.33166667,10.34316667,129.286,0.074533333,-0.740316667,0.761666667,-0.606,-0.922,-0.267,3.4802,0.3711,-0.14475,0.9491,0.01525,0.56425,-0.1525,813.437,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-54.66666667,0.522285714,0.425385714,-0.703657143,0.5805,0.132833333,0.3965,103.43025,-0.74844,-0.23226,-0.60068,14.15688889,10.35644444,7.261333333,129.286,0.086425,-0.755725,0.7403,-2.922,-0.994,-1.678,3.46,0.36145,-0.14465,0.9429,1.331333333,0.681,-0.2135,812.8786,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,266.1,0.5182,0.4333,-0.700733333,-1.261875,-0.49275,0.062125,102.97,-0.754375,-0.247775,-0.665225,-3.370888889,-8.638444444,-6.121,130.8153333,0.08346,-0.7518,0.7466,1.439,-1.47,0.9272,3.4765,0.361828571,-0.150057143,0.946385714,0.54125,1.532,-0.28975,814.8,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,349.5,0.512766667,0.450355556,-0.693566667,1.311375,0.588625,0.314375,102.97,-0.72278,-0.2112,-0.67104,0.908555556,-10.01888889,11.77266667,133.874,0.07455,-0.7373,0.7602,-0.8392,-0.9098,-0.3386,3.53275,0.36685,-0.14565,0.95195,1.378,2.2318,-0.3416,814.2485,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,365.6,0.5164,0.4404,-0.6993,4.024,2.195,0.061,102.97,-0.726,-0.2166,-0.6585,0.908555556,-10.01888889,11.77266667,133.874,0.08125,-0.7488,0.75395,-3.72,3.354,-2.92,3.53275,0.38175,-0.132,0.8991,1.378,2.2318,-0.3416,812.606,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,365.6,0.5164,0.4404,-0.6993,4.024,2.195,0.061,102.97,-0.726,-0.2166,-0.6585,0,0,0,133.874,0.08125,-0.7488,0.75395,-3.72,3.354,-2.92,0,0.38175,-0.132,0.8991,0,0,0,812.606,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,469.9,0.5195,0.432125,-0.699675,1.315428571,0.193571429,0.618714286,102.97,-0.7542,-0.2083,-0.708225,8.385285714,-1.041,25.01285714,133.874,0.091225,-0.761,0.73025,-1.348833333,-0.720166667,-0.8405,3.42725,0.368166667,-0.152816667,0.95095,0.3505,0.312625,-0.061,811.154,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,755.5,0.517677778,0.436755556,-0.699322222,-1.103,-0.503,-0.118,102.97,-0.837983333,-0.001516667,-0.614283333,11.09275,-0.77175,15.36875,122.093,0.0837,-0.74976,0.7491,1.4636,-1.216,0.9512,3.539833333,0.3701,-0.1535,0.949885714,0.6586,1.1952,0.1952,810.373,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,845.2222222,0.506471429,0.464157143,-0.688357143,0.602166667,-0.038333333,0.1945,102.97,-0.7872,-0.08,-0.629575,41.2675,-0.812125,-1.665125,124.171,0.079071429,-0.745457143,0.754357143,-1.5716,-1.106,-0.694,3.4775,0.366583333,-0.156,0.94985,0.732,0.366,-0.0244,812.03,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,845.2222222,0.506471429,0.464157143,-0.688357143,0.602166667,-0.038333333,0.1945,0,-0.7872,-0.08,-0.629575,41.2675,-0.812125,-1.665125,124.171,0.079071429,-0.745457143,0.754357143,-1.5716,-1.106,-0.694,3.4775,0.366583333,-0.156,0.94985,0.732,0.366,-0.0244,812.03,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,672.8181818,0.5161,0.442816667,-0.696416667,2.5974,0.366,0.732,101.6423333,-0.798666667,-0.114433333,-0.698566667,1.372125,4.696375,-20.39125,128.327,0.090166667,-0.753766667,0.741233333,1.238,-0.745285714,0.480142857,3.4684,0.36645,-0.1538,0.948725,1.759714286,0.235285714,-0.139428571,810.7593333,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,176.4444444,0.518657143,0.442971429,-0.699357143,-1.5828,-0.8392,-0.1824,103.209,-0.80344,-0.22808,-0.61482,-0.616875,20.576625,-21.65,116.0015,0.078,-0.7405,0.75888,0.4044,-1.018,0.2336,3.543,0.3653,-0.156466667,0.946433333,0.869,0.53375,-0.0305,811.1215,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,-5,0.504042857,0.469842857,-0.6875,1.060375,0.434625,0.4135,99.347,-0.83875,-0.2898,-0.6007,-6.4544,-2.6462,-18.167,111.893,0.07462,-0.7362,0.76596,-0.525,-0.688833333,-0.311666667,3.532166667,0.36394,-0.15836,0.94882,0.479285714,0.540142857,-0.191714286,811.6475,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,291.8,0.5159,0.439328571,-0.698628571,2.845666667,0.610833333,0.864166667,102.239,-0.70122,-0.2681,-0.63758,25.407375,12.0025,2.653125,111.893,0.07562,-0.74406,0.7576,-2.946125,-0.316875,-1.67875,3.414,0.363057143,-0.1591,0.9495,0.2745,0.488,-0.0915,810.837,1,1,1,1
S02_A11_T03.csv,5/24/18 12:59,473.6,0.518333333,0.4357,-0.701533333,-0.79,-0.465428571,0.088571429,103.759,-0.6528,-0.34785,-0.65825,42.819,-2.6628,47.3804,113.183,0.08638,-0.75592,0.7422,1.46325,-0.48375,0.7015,3.365,0.357083333,-0.147616667,0.948116667,4.7316,0.8416,0.2316,810.988,0,1,1,1
S02_A11_T03.csv,5/24/18 12:59,488.2222222,0.5067,0.461857143,-0.691214286,0.837714286,0.236857143,0.331285714,99.64633333,-0.7817,-0.2481,-0.67052,31.69428571,-21.22571429,74.05285714,113.183,0.074275,-0.739775,0.760475,0.3564,-0.6912,0.1722,3.525,0.360525,-0.1392,0.9431,-0.148,0.975714286,-0.130714286,815.288,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,356.8888889,0.518222222,0.437011111,-0.699166667,1.745375,0.18375,0.617625,99.64633333,-0.9209,-0.157675,-0.6998,10.2199,14.4852,40.117,113.183,0.079828571,-0.747928571,0.751185714,-2.028333333,-0.575166667,-1.206666667,3.401,0.35998,-0.1548,0.9514,-0.2745,0.264333333,0.122,812.52075,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,315.6,0.521925,0.4262375,-0.7015875,1.071714286,-0.094285714,0.549,99.64633333,-0.828575,-0.020575,-0.5009,-15.10875,13.6625,16.643625,92.874,0.0822,-0.749633333,0.749766667,1.301,-0.9205,0.630333333,3.49,0.35966,-0.15786,0.95196,0.732,0.5246,-0.183,812.7656667,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,295.2222222,0.5178875,0.43525,-0.7015875,-2.04775,-0.781875,-0.234,99.64633333,-0.909025,0.052125,-0.531775,20.50466667,-14.10833333,16.09433333,92.874,0.07392,-0.73932,0.76096,0.0142,-0.582,0.063,3.466,0.349633333,-0.154433333,0.961133333,2.835375,1.273,-0.10675,812.5623333,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,205.3333333,0.507,0.4622,-0.689025,1.384555556,0.299,0.535888889,99.64633333,-0.8387,-0.000525,-0.525075,9.980888889,-16.29444444,-0.015111111,92.874,0.07936,-0.7514,0.75024,-2.648333333,-0.311833333,-1.57,3.401,0.35266,-0.15762,0.95444,-0.3538,0.427,-0.0488,814.945,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,205.3333333,0.507,0.4622,-0.689025,1.384555556,0.299,0.535888889,0,-0.8387,-0.000525,-0.525075,9.980888889,-16.29444444,-0.015111111,92.874,0.07936,-0.7514,0.75024,-2.648333333,-0.311833333,-1.57,3.401,0.35266,-0.15762,0.95444,-0.3538,0.427,-0.0488,814.945,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,75.7,0.5162,0.437466667,-0.698066667,2.296666667,0.468333333,0.792666667,102.692,-0.860766667,-0.0128,-0.5569,-39.33333333,-12.39833333,-24.21666667,95.146,0.08362,-0.75508,0.7421,1.606,-1.093333333,1.077333333,3.392,0.35236,-0.1609,0.95412,0.9026,0.878,-0.122,813.759,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,97.55555556,0.51964,0.42876,-0.70412,0.4778,-0.5944,0.6588,103.501,-0.845666667,-0.011566667,-0.574566667,-63.87142857,-1.756857143,-47.74285714,96.282,0.074616667,-0.737533333,0.764016667,0.33675,-0.635,0.21375,3.499,0.34966,-0.14408,0.9584,2.4146,-0.0976,-0.5368,819.343,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,155.625,0.505566667,0.449433333,-0.696933333,-3.063333333,-0.993333333,-0.706666667,103.1435,-0.912866667,-0.051666667,-0.6419,-72.25,7.478166667,-64.71666667,96.282,0.07814,-0.74722,0.7547,-2.788,-0.2778,-1.494,3.397,0.353733333,-0.155433333,0.953266667,0.4575,0.427,-0.2135,815.321,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,172.6666667,0.5067,0.4626,-0.685975,0.10875,0.65575,0.443,101.4393333,-0.770175,-0.269375,-0.5012,-93.33333333,0.459333333,-75.33333333,96.5015,0.0872,-0.760566667,0.734866667,0.25925,-1.1845,0.108,3.3452,0.3515,-0.1566,0.9552,0.1525,0.549,-0.122,815.554,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,210.8888889,0.513925,0.4420875,-0.6976375,2.388333333,1.006333333,0.670833333,102.2383333,-0.82704,-0.15024,-0.6005,-155.125,-24.775,-93.0375,96.721,0.07705,-0.7439,0.755175,0.681166667,-1.376666667,0.589666667,3.43025,0.356625,-0.16305,0.945725,-0.259125,-0.213375,-0.129625,814.335,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,164.1428571,0.514383333,0.434883333,-0.700716667,-0.764571429,-0.772857143,0.175428571,103.1496667,-0.81082,-0.094,-0.60126,-117.125,-27.15,-80.975,121.345,0.078985714,-0.748071429,0.751671429,-1.9118,-0.6798,-1.12,3.367,0.3551625,-0.166525,0.952825,0.8052,0.8416,-0.1098,812.8173333,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,71.11111111,0.507433333,0.459533333,-0.690216667,0.92475,0.49,0.344125,101.3863333,-0.82622,-0.01512,-0.69312,-108.8333333,5.731333333,-45.81111111,133.657,0.08354,-0.75398,0.74352,0.8538,-1.74,0.6112,3.365,0.35485,-0.16355,0.9522,0.409428571,0.392142857,-0.061,814.357,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,33.75,0.520777778,0.435233333,-0.699622222,1.910666667,0.266333333,0.8335,100.429,-0.779566667,-0.044583333,-0.677333333,-21.7375,-7.73125,-16.96875,136.6803333,0.07475,-0.738225,0.7631,0.4885,-0.908333333,0.2545,3.454,0.35675,-0.164483333,0.951066667,0.6464,0.4026,0.0488,813.5594,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,-189.0909091,0.5165875,0.434625,-0.7002875,-1.02525,-0.5285,0.116,100.429,-0.78168,-0.05188,-0.67078,-46.01428571,12.83842857,-18.21428571,142.727,0.07434,-0.74238,0.75964,-2.109333333,-0.973333333,-1.133333333,3.417,0.355714286,-0.154914286,0.953814286,0.487714286,0.392,-0.444285714,814.141,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,-1626.818182,0.505342857,0.462328571,-0.690542857,0.185,0.028444444,0.204222222,100.429,-0.8481,0.0951,-0.75355,-49.52222222,29.69666667,-8.679,142.727,0.08494,-0.75594,0.73982,0.316,-1.0435,0.133666667,3.403,0.356016667,-0.1622,0.951683333,0.304714286,0.696857143,0.522714286,814.97,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,-2048,0.514125,0.4446375,-0.697775,2.355125,0.580625,0.739625,100.429,-0.713875,0.230075,-0.64255,-16.10888889,5.914444444,-0.167555556,152.50175,0.07618,-0.7407,0.75856,0.347333333,-1.724166667,0.306,3.3965,0.394783333,-0.051783333,0.955033333,-17.63042857,-5.357142857,-14.66028571,801.791,0,1,1,1
S02_A11_T03.csv,5/24/18 13:00,-1847.666667,0.517975,0.431375,-0.7025,0.2765,-0.07425,0.306,103.803,-0.68345,0.235025,-0.725675,-27.55,-3.72575,-15.29375,155.76,0.07492,-0.74052,0.76312,-0.82,-0.88,-0.97,3.401,0.4412,0.00505,0.907,2.865666667,-2.418666667,-1.443,789.602,1,1,1,1
S02_A11_T03.csv,5/24/18 13:00,-860.1,0.51038,0.4536,-0.6937,-0.941666667,-0.099166667,-0.190166667,102.4948333,-0.6686,0.26912,-0.75586,-18.66222222,1.195777778,-13.78888889,155.76,0.0803,-0.74706,0.75066,-0.3935,-0.627166667,-0.009166667,3.484,0.56748,0.12612,0.7993,-5.846,-12.11125,6.402625,743.55,0,1,1,1
